UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C21BASIC,C21IPUG,C21IPGRD,C21UGPRF,C21ENPRF,C21SZSET,C18BASIC,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
247940,"Owensboro Community and Technical College"," ","4800 New Hartford Rd","Owensboro","KY","42303",21, 5,"Dr. Scott Williams","President","2706864400","611320380","FRRVWZA91J99","03034500",1,"https://owensboro.kctcs.edu/","https://owensboro.kctcs.edu/admissions/index.aspx","https://owensboro.kctcs.edu/affording-college/paying-for-college/index.aspx","https://owensboro.kctcs.edu/admissions/start-your-application/","https://owensboro.kctcs.edu/affording-college/net-price-calculator/index.aspx","https://owensboro.kctcs.edu/about/student-life/veterans-services.aspx"," ","https://owensboro.kctcs.edu/about/student-life/accessibility-services.aspx",4,2,1,4,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,4,6,2,0,1,1,3,6,8,2,40,2,2,1,"Kentucky Community and Technical College System","121010",36980,1,-2,21059,"Daviess County",2102,-87.082861,37.717355,75,2
248192,"Allure Beauty College"," ","74  Parkway Plaza Loop","Whitesburg","KY","41858",21, 5,"Kimberly Howard","President","6066338784","871920729","Y7NCFL96J961","02526100",1,"www.allurebeautycollege.com/","www.allurebeautycollege.com/","www.allurebeautycollege.com/","www.allurebeautycollege.com/online-application/","netprice.allurebeautycollege.com/","www.allurebeautycollege.com/"," ","allurebeautycollege.com/",9,3,3,2,1,2,0,2,2,-2,2,2,43,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",-2,-2,-2,21133,"Letcher County",2105,-82.838909,37.123363,46,2
248527,"Cloyd's Beauty School 3 Inc"," ","2514 Ferrand St","Monroe","LA","71201",22, 5,"J Rhett Mathieu","Chief Executive Officer","3183769133","721289883","CX85NNBCYQM8","02352500",1,"cloydsbeautyschools.edu/","cloydsbeautyschools.edu/","cloydsbeautyschools.edu/","https://cloydsbeautyschools.edu/","cloydsbeautyschools.edu/","cloydsbeautyschools.edu/"," ","cloydsbeautyschools.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",33740,1,384,22073,"Ouachita Parish",2205,-92.080603,32.533231,36,2
248606,"Moore Norman Technology Center","MNTC","4701 12th Avenue NW","Norman","OK","73069-8308",40, 6,"Brian Ruttman","Superintendent, CEO","4058015000","730953949","T7A6JJU5GH43","01227200",1,"https://www.mntc.edu/","https://www.mntc.edu/admissions","https://www.mntc.edu/admissions/financial-aid","https://www.mntc.edu/admissions/apply","https://www.mntc.edu/admissions/financial-aid/consumer-information#fs-panel-11382","https://www.mntc.edu/about/about-the-board/default-post-page-board-policy/~board/board-policies/post/post-military-education"," ","https://www.mntc.edu/about/studentclientsemployers/student-information-center/current-students/top-resources/disability-services",4,2,1,4,1,2,0,2,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,"Oklahoma Department of Career and Technology Education","140020",36420,1,416,40027,"Cleveland County",4004,-97.457319,35.274434,208,2
248624,"Fayette County Career & Technical Institute Practical Nursing Program","FCCTI, Fayette County CTI","175 Georges Fairchance Rd","Uniontown","PA","15401",42, 2,"Cynthia Shaw","Director of Vocational Education","7244372721124","256009917","DAM9AFXG7KD5","00533000",1,"www.fayettecti.org/","www.fayettecti.org/","www.fayettecti.org/","www.fayettecti.org/","fayettecti.org/net-price-calculator/","fayettecti.org/eoe-statement/"," ","fayettecti.org/",7,3,1,2,1,2,0,2,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",38300,1,430,42051,"Fayette County",4214,-79.741718,39.860976,5,2
248633,"Franklin County Career and Technology Center"," ","2463 Loop Road","Chambersburg","PA","17202",42, 2,"Kathleen Rundquist","Administrator","7172635667","251153090","KJHZTVSQF6H5","00791600",1,"www.franklincountylpn.org/","www.franklincountylpn.org/","www.franklincountylpn.org/","www.franklincountylpn.org/","www.franklincountylpn.org/npcalc.htm"," "," ","www.franklincountylpn.org/",7,3,1,2,1,2,0,2,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",16540,1,548,42055,"Franklin County",4213,-77.680541,39.897693,6,2
248660,"Paul Mitchell the School-Knoxville"," ","8380 Kingston Pike","Knoxville","TN","37919",47, 5,"Dale A Jones","President","8659660400","273497249","N26NCDMLH3G7","02275500",1,"knoxville.paulmitchell.edu/","knoxville.paulmitchell.edu/","knoxville.paulmitchell.edu/","knoxville.paulmitchell.edu/","paulmitchell.edu/knoxville/programs/cosmetology"," "," ","knoxville.paulmitchell.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Paul Mitchell Advanced Education","303610",28940,1,315,47093,"Knox County",4702,-84.057621,35.922710,23,2
248703,"Ogle School Hair Skin Nails-Hurst","Ogle School","720-B Arcadia Street","Hurst","TX","76053-4650",48, 6,"John Blair","President/CEO","8172849231","471863443","DXHTQQHFXX71","02230600",1,"www.ogleschool.edu/","www.ogleschool.edu/","www.ogleschool.edu/","www.ogleschool.edu/","www.ogleschool.edu/financial-aid/net-price-calculator"," "," ","ogleschool.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Ogle School Management","302860",19100,1,206,48439,"Tarrant County",4824,-97.201403,32.822035,21,2
248925,"Tennessee College of Applied Technology Nashville","TCAT Nashville","100 White Bridge Rd","Nashville","TN","37209-4515",47, 5,"Nathan Garrett","President","61542555005540","562654369"," ","00535900",1,"www.tcatnashville.edu/","https://tcatnashville.edu/future-students/admissions","https://tcatnashville.edu/future-students/financial-aid"," ","https://tcatnashville.edu/future-students/net-price-calculator","tcatnashville.edu/future-students/financial-aid"," ","www.tndisability.org/",4,2,1,4,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,1,"TBR - The College System of Tennessee","147010",34980,1,400,47037,"Davidson County",4705,-86.856335,36.132649,3,1
248934,"ECPI University","ECPI","5555 Greenwich Rd","Virginia Beach","VA","23462",51, 5,"Mark Dreyfus","President","7574909090","541707314","JLSQCJJNV5V5","01019800",1,"www.ecpi.edu/","www.ecpi.edu/admissions","www.ecpi.edu/financial-assistance","www.ecpi.edu/apply-now","https://www.npc.ecpi.edu/","www.ecpi.edu/military/gi-bill-va-ta/"," ","www.ecpi.edu/student-consumer-services/facilities-and-services-students-with-disabilities",3,1,3,7,1,1,20,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,3,19,19,8,11,3,15,19,23,14,40,2,4,1,"Novateur Education","301600",47260,1,545,51810,"Virginia Beach City",5102,-76.178773,36.842526,195,1
249061,"Ms Roberts Academy of Beauty Culture","Ms Roberts Beauty Academy","552 North Mannheim Road","Hillside","IL","60162-1121",17, 3,"Euretta Ivy","Owner/President","7086499088","363248681","Z6X2J695CL53","00793700",1,"www.msroberts-academy.com/"," "," "," ","https://www.msroberts-academy.com/students-right-to-know/","https://www.msroberts-academy.com/","https://www.msroberts-academy.com/","https://www.msroberts-academy.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",16980,1,176,17031,"Cook County",1707,-87.884693,41.881179,43,2
249238,"Paul Mitchell the School-Houston"," ","10516 Katy Fwy, Suite A","Houston","TX","77043",48, 6,"John Kanski","Owner","7134656300","721620790","MA1CALMUMKU5","02357700",1,"paulmitchell.edu/houston","https://paulmitchell.edu/houston/request-enrollment-information","paulmitchell.edu/houston/financial-aid","paulmitchell.edu/houston/get-started","paulmitchell.edu/houston/tuition-calculator","paulmitchell.edu/houston/financial-aid/military-benefits"," ","https://paul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/Houston-ADA-Disability-Policy.pdf",9,3,3,2,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Paul Mitchell Advanced Education","303610",26420,1,288,48201,"Harris County",4802,-95.559723,29.785868,16,2
249609,"Fortis Institute-Forty Fort"," ","166 Slocum Street","Forty Fort","PA","18704-2936",42, 2,"Wes Leibig","Interim Campus President","5702888400","522175425","MDZXKD35DPP6","03011601",1,"www.fortis.edu/","https://www.fortis.edu/admissions.html","https://www.fortis.edu/admissions/financial-aid.html","https://www.fortis.edu/apply-online.html","https://www.fortis.edu/content/dam/fortis/compliance/netpricecalc/npcalc-fortis_forty_fort.htm","www.fortis.edu/content/dam/fortis/compliance/catalogs/Fortis_Forty_Fort_Catalog.pdf"," ","www.fortis.edu/content/dam/fortis/compliance/catalogs/Fortis_Forty_Fort_Catalog.pdf",6,2,3,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3,4,10,4,0,4,1,1,10,10,10,40,2,1,1,"Education Affiliates Inc.","301720",42540,1,-2,42079,"Luzerne County",4208,-75.882975,41.281911,178,2
250027,"Laurel Business Institute","LBI","11 East Penn St","Uniontown","PA","15401",42, 2,"Nancy Decker","President & CEO","7244394900","251499439","DZL1MC1WEJQ4","02546200",1,"laurel.edu/","www.laurel.edu/admissions","www.laurel.edu/financial-aid","www.laurel.edu/apply-online-today","www.laurel.edu/financial-aid/net-price-calculator","www.laurel.edu/veterans-military-friendly"," ","www.laurel.edu/accommodations",6,2,3,4,1,2,40,1,2,-2,2,2,23,1,"A ",-2,-2,"-2",1,1,1,1,1,4,7,3,0,4,1,1,8,8,10,40,2,1,1,"Laurel Business Institute","302820",38300,1,430,42051,"Fayette County",4214,-79.724907,39.902480,79,1
250285,"Aviation Institute of Maintenance-Philadelphia"," ","3001 Grant Avenue","Philadelphia","PA","19114-1018",42, 2,"Stephanie Makhoul","Campus Executive Director","2156767700","232900403","FAYRB7MUPE44","03110700",1,"https://aviationmaintenance.edu/campuses/philadelphia-pa","https://aviationmaintenance.edu/","https://aviationmaintenance.edu/your-rights","https://aviationmaintenance.edu/","https://aviationmaintenance.edu/your-rights","https://aviationmaintenance.edu/admissions/student-services/military-information/index.html"," ","https://aviationmaintenance.edu/your-rights",6,2,3,4,1,2,0,2,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Technical Education Services, Inc","304480",37980,1,428,42101,"Philadelphia County",4202,-75.007237,40.070184,14,2
250744,"Dorsey College-Roseville","Dorsey College- Roseville","31450 Gratiot Avenue","Roseville","MI","48066",26, 3,"Kim Peck","Chief Administrative Officer","5862963225","381998422","FZ6LSP1Q4XB5","00469204",1,"www.dorsey.edu/","www.dorsey.edu/admissions.php","www.dorsey.edu/financial-aid.php","www.dorsey.edu/application-for-admission/","solutions.campusivy.com/Apps/NPC/NPCWizard?institutionId=11800","https://www.dorsey.edu/financial-aid-information/"," ","www.dorsey.edu/admissions.php",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Dorsey School of Business Holdings Inc.","301520",19820,1,220,26099,"Macomb County",2609,-82.915541,42.527764,14,2
250902,"Moler-Pickens Beauty Academy"," ","5951-S Boymel Dr.","Fairfield","OH","45014",39, 3,"Patty Marquet","Chief Executive Officer","5138745116","311066617"," ","02328500",1,"molerhollywood.com/"," "," "," ","https://molerhollywood.com/netprice/npcalc.htm","www.molerhollywood.com/"," ","www.molerhollywood.com/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",17140,1,178,39017,"Butler County",3908,-84.499701,39.317488,35,2
250993,"Red River Technology Center","RRTC","3300 W Bois D Arc","Duncan","OK","73533",40, 6,"Dennis Loafman","Superintendent","5802552903","730964142"," ","00531200",1,"www.rrtc.edu/","www.rrtc.edu/","www.rrtc.edu/student-services/","rrtc.edu/","www.rrtc.edu/wp-content/uploads/2019/03/index.html"," "," ","www.rrtc.edu/",7,3,1,2,1,2,0,2,2,-2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Oklahoma Department of Career and Technology Education","140020",20340,2,-2,40137,"Stephens County",4004,-97.990290,34.491393,208,2
251260,"Southern Union State Community College"," ","750 Roberts St","Wadley","AL","36276", 1, 5,"Todd Shackett","President","2563952211","630494681","ZYE3A72ETCJ5","00104000",1,"www.suscc.edu/","www.suscc.edu/prospective-students/admissioninfo.cms","www.suscc.edu/about-suscc/financial-aid-overview.cms","southernunionstate.force.com/apply/TX_SiteLogin?startURL=%2Fapply%2FTargetX_Portal__PB","suscc.studentaidcalculator.com/survey.aspx","www.suscc.edu/","www.suscc.edu/","www.suscc.edu/",4,2,1,3,1,2,40,1,2,-2,2,2,43,1,"A ",-2,-2,"-2",1,1,1,1,1,4,4,2,0,2,1,3,4,1,2,40,2,2,1,"Alabama Community College System","101030",-2,-2,-2,1111,"Randolph County",103,-85.572382,33.128785,69,1
251312,"South University-Columbia"," ","9 Science Court","Columbia","SC","29203",45, 5,"Virginia McMath","Dean of Academic Affairs and Retention","8037999082","582338201","PW5HK89WBD57","01303907",1,"www.southuniversity.edu/columbia#location=Columbia, SC","www.southuniversity.edu/admissions","www.southuniversity.edu/admissions/financial-aid","www.southuniversity.edu/admissions/admission-info/applying","www.southuniversity.edu/columbia/net-price-calculator","www.southuniversity.edu/Admissions/Military/military-faqs"," ","www.southuniversity.edu/~/media/Files/SCI-Pages/disability-services-su.pdf",3,1,3,8,1,1,20,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,2,17,19,11,7,5,6,19,20,20,40,2,1,1,"South University - Member LLC","301555",17900,1,192,45079,"Richland County",4506,-80.961839,34.098042,103,1
260336,"Clinton Technical School"," ","602 S. Fifth St.","Clinton","MO","64735",29, 4,"Melissa Batusic","Director","6608856101","446001380","Y22WULBJMWB6","02497500",1,"clintoncardinals.org/"," ","https://cts.clintoncardinals.org/post-_secondary_programs/financial_aid","https://docs.google.com/a/clinton.k12.mo.us/forms/d/1T-SFM2BWJ-TJjwfdAhn5AC2jb5KPJIbnzJZaduxpTBY/viewform","https://cts.clintoncardinals.org/post-_secondary_programs/financial_aid/net_price_calculator"," "," ","https://cts.clintoncardinals.org/cms/One.aspx?portalId=4286910&pageId=5702411",7,3,1,2,1,2,0,2,2,-2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",-2,-2,-2,29083,"Henry County",2904,-93.768459,38.363669,7,2
260363,"Greene County Career and Technology Center","Greene County Vocational-Technical School","60 Zimmerman Drive","Waynesburg","PA","15370-8281",42, 2,"Mark Krupa","Director","7246273106208","251220810"," ","01096300",1,"www.greenectc.org/"," "," "," ","www.greenectc.org/calc/npcalc.htm"," ","www.greenectc.org/","www.greenectc.org/",7,3,1,2,1,2,0,2,2,-2,2,2,32,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",-2,-2,-2,42059,"Greene County",4214,-80.151066,39.893537,8,2
260372,"Lac Courte Oreilles Ojibwe University"," ","13466 W Trepania Rd","Hayward","WI","54843",55, 3,"Dr. Russell Swagger","President","7156344790100","391453493","H3PCNTGZMBJ3","02532200",1,"www.lco.edu/","https://www.lco.edu/admissions","https://www.lco.edu/financial-aid-office","https://mylco.lco.edu/ICS/Admissions/","moodle.lco.edu/moodle/calculator/npcalc.htm"," "," ","www.lco.edu/student-right-to-know",1,1,1,7,1,1,20,1,2,2,2,1,42,1,"A ",-2,-2,"-2",1,1,1,1,1,3,33,5,0,2,1,9,33,33,33,60,1,1,2,"-2","-2",-2,-2,-2,55113,"Sawyer County",5507,-91.365002,45.942252,172,2
260664,"Diesel Driving Academy-Shreveport"," ","3523 Greenwood Road","Shreveport","LA","71109-5209",22, 5,"Bruce A Busada","President","3186366300","720714073","NA2CW6TJRKM5","02260200",1,"www.dda.edu/","www.dda.edu/","www.dda.edu/financial-aid/"," ","www.dda.edu/disclosure"," "," ","www.dda.edu/catalogs/shpt.pdf",9,3,3,1,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Diesel Driving Academy","301475",43340,1,508,22017,"Caddo Parish",2204,-93.794921,32.476170,214,2
260691,"Pima Medical Institute-Mesa"," ","957 S. Dobson Road","Mesa","AZ","85202", 4, 6,"Mark Judy","Campus Director","4806440267","860260863","FURJEXSLYMC8","02217101",1,"https://pmi.edu/"," "," "," ","https://secure.pmi.edu/npcalc/"," "," ","https://pmi.edu/wp-content/uploads/2022/02/Applicants-and-Students-with-Disabilities.pdf",6,2,3,3,1,2,40,1,2,-2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,2,4,10,4,0,4,1,2,10,10,10,-2,2,1,2,"-2","-2",38060,1,429,4013,"Maricopa County",409,-111.874170,33.396878,175,2
260789,"Platt College-Los Angeles"," ","1000 South Fremont Avenue, A9W","Alhambra","CA","91803", 6, 8,"Michael Bradley","Chief Administrative Officer","6263005444","262806243","KF3EC64RGS81","03062700",1,"www.plattcollege.edu/"," ","https://plattcollege.edu/financial-aid/"," ","plattcollege.edu/financial-aid/#calculator"," "," ","plattcollege.edu/student-services/disability-services/",3,1,3,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,3,3,23,5,0,11,2,6,26,26,23,40,2,1,1,"Platt College LLC.","303710",31080,1,348,6037,"Los Angeles County",627,-118.150013,34.081723,195,2
260813,"Platt College-Aurora"," ","5660 Greenwood Plaza Blvd Suite 100 N","Greenwood Village","CO","80111", 8, 7,"Julie Basler","President","3033695151","841127238","ELDCG3H2FM29","03014900",1,"www.plattcolorado.edu/","www.plattcolorado.edu/admissions","www.plattcolorado.edu/admissions/financial-aid","www.plattcolorado.edu/admissions/application-process","https://npc.collegeboard.org/app/plattcolorado","www.plattcolorado.edu/admissions/application-process"," ","www.plattcolorado.edu/disability-services-0",3,1,3,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,2,26,18,0,15,2,6,26,26,22,40,2,1,2,"-2","-2",19740,1,216,8005,"Arapahoe County",806,-104.899235,39.613133,158,2
260929,"Paul Mitchell the School-Boise"," ","1270 S Vinnell Way","Boise","ID","83709",16, 7,"Louis Starita, IV","Manager","2085153348","201016858","XDGJPFFNNZL3","02607100",1,"paulmitchell.edu/boise","paulmitchell.edu/boise/request-enrollment-information","paulmitchell.edu/boise/financial-aid","paulmitchell.edu/boise/get-started","paulmitchell.edu/boise/tuition-calculator","paulmitchell.edu/boise/financial-aid/military-benefits"," ","https://paul-mitchell-schools-website-lightsail.s3.amazonaws.com/uploads/sites/169/Boise-ADA-Policy-0320mb.pdf",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Paul Mitchell Advanced Education","303610",14260,1,147,16001,"Ada County",1601,-116.286058,43.594479,19,2
260965,"Educators of Beauty College of Cosmetology-Rockford"," ","6943 East State Street","Rockford","IL","61108",17, 3,"Angela Clevenger","owner","8156399200","463807286"," ","00825901",1,"www.educatorsofbeauty.com/","www.educatorsofbeauty.com/","www.educatorsofbeauty.com/","www.educatorsofbeauty.com/","https://educatorsofbeauty.com/admissions/affordability/","www.educatorsofbeauty.com/"," ","www.educatorsofbeauty.com/",9,3,3,2,1,2,0,2,2,-2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Sterling School of Beauty Culture Inc.","304320",40420,1,466,17201,"Winnebago County",1716,-88.980810,42.268515,31,2
260992,"Northwestern College","NC|nc|NBC|nbc|NWBC|nwbc|Northwestern College|Southwestern College","9400 S Cicero Ave.","Oak Lawn","IL","60453",17, 3,"Lawrence Schumacher","President","7082375050","363520197"," ","01236200",1,"www.nc.edu/","www.nc.edu/","www.nc.edu/","www.nc.edu/","nc.edu/making-college-affordable/net-price-calculator/"," "," ","www.nc.edu/consumer-disclosures",3,1,3,5,1,2,30,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,3,26,18,0,5,2,6,10,8,10,-2,2,1,2,"-2","-2",16980,1,176,17031,"Cook County",1703,-87.742567,41.721406,156,1
261436,"Douglas J Aveda Institute"," ","331 East Grand River Ave","East Lansing","MI","48823",26, 3,"Scott A. Weaver","President","5173499343","382686986","GK5SNN4U3X79","02588200",1,"www.douglasj.edu/","douglasj.edu/students/consumer-information/","douglasj.edu/financial-aid/"," ","douglasj.edu/calculators/"," "," ","www.douglasj.edu/downloads/Disability_and_Physical_Demands.pdf",6,2,3,4,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Aveda Institute","300400",29620,1,-2,26065,"Ingham County",2608,-84.480467,42.734606,15,2
261676,"Ross Medical Education Center-Brighton"," ","8110 Murphy Drive","Brighton","MI","48116-7402",26, 3,"George Grayeb","Chief Executive Officer","8102270160","202154596","Z3JDK39LLYZ9","02339700",1,"https://rosseducation.edu/","https://rosseducation.edu/","https://rosseducation.edu/"," ","https://rosseducation.edu/consumer-info/#npc"," ","https://rosseducation.edu/consumer-info/","https://rosseducation.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Ross Education, LLC","304050",19820,1,220,26093,"Livingston County",2608,-83.796918,42.548468,55,2
261685,"Ross Medical Education Center-Ann Arbor"," ","4741 Washtenaw","Ann Arbor","MI","48108-1411",26, 3,"George Grayeb","Chief Executive Officer","7344347320","202154596","LPL8HJZ1JSU3","02339701",1,"https://rosseducation.edu/","https://rosseducation.edu/","https://rosseducation.edu/"," ","https://rosseducation.edu/consumer-info/#npc"," ","https://rosseducation.edu/consumer-info/","https://rosseducation.edu/",9,3,3,2,1,2,0,2,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Ross Education, LLC","304050",11460,1,220,26161,"Washtenaw County",2612,-83.666667,42.252940,55,2
261719,"Taylortown School of Beauty Inc","Dorsey School of Beauty- Taylor","23125 Ecorse Rd","Taylor","MI","48180-1866",26, 3,"Kim Peck","Chief Administrative Officer","3132912177","381811051","KJ37QEDJHQ26","02209200",1,"www.dorsey.edu/dsbt/taylor-campus/","www.dorsey.edu/dsbt/admissions/","www.dorsey.edu/dsbt/financial-aid/","www.dorsey.edu/dsbt/admissions/apply/","solutions.campusivy.com/Apps/NPC/NPCWizard?institutionId=11800"," "," ","www.dorsey.edu/dsbt/admissions/",9,3,3,2,1,2,0,2,2,-2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,"-2","-2",19820,1,220,26163,"Wayne County",2612,-83.259322,42.254745,16,2
261773,"Pike-Lincoln Technical Center"," ","342 Vo-Tech Rd","Eolia","MO","63344-0038",29, 4,"Todd Smith","Superintendent","5734852900","436004306","CJ8TMJL6JZ95","01173500",1,"pltc.edu/"," "," ","pltc.edu/","https://www.pltc.edu/page/net-price"," "," ","pltc.edu/",7,3,1,2,1,2,0,2,2,-2,2,2,43,1,"A ",-2,-2,"-2",1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,"Pike County R-3 School District","129090",-2,-2,-2,29163,"Pike County",2906,-91.019918,39.245484,6,2
261861,"West Virginia Junior College-United Career Institute","United Career Institute","Mount Braddock Road","Mount Braddock","PA","15465",42, 2,"Scott Rogers","Campus President","7244374600","550530180","K6FLWCNZSFM5","00500701",1,"www.unitedcareer.edu/","www.unitedcareer.edu/","www.unitedcareer.edu/","www.unitedcareer.edu/","www.unitedcareer.edu/wp-content/uploads/2022/06/index-1.html","www.unitedcareer.edu/"," ","www.unitedcareer.edu/",6,2,3,3,1,2,40,1,2,-2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,4,10,4,0,4,1,1,10,10,10,-2,2,1,2,"-2","-2",38300,1,430,42051,"Fayette County",4214,-79.652374,39.950525,179,1
262022,"Bethel Seminary-San Diego","Bethel University/Bethel Seminary San Diego","6116 Arosa St","San Diego","CA","92115", 6, 8,"Ross Allen","President","6193255200","410708577","RDG1PW7YKSM9","00905804",5,"https://www.bethel.edu/","https://www.bethel.edu/seminary/admissions/","https://www.bethel.edu/seminary/financial-aid/","https://www.bethel.edu/seminary/admissions/apply/","https://www.bethel.edu/undergrad/financial-aid/before-apply/estimate/","https://www.bethel.edu/seminary/financial-aid/types/military-benefits/"," ","https://www.bethel.edu/accessibility/",2,1,2,7,2,1,20,1,2,-2,2,2,11,1,"M ",-2,2022,"06/30/2019",1,1,1,2,1,1,-2,-2,-2,-2,-2,-2,24,24,24,-2,2,1,1,"Bethel University","200220",41740,1,-2,6073,"San Diego County",653,-117.066050,32.765387,-2,-2
262031,"St Charles Community College","SCC","4601 Mid Rivers Mall Dr","Cottleville","MO","63376-0975",29, 4,"Dr. Barbara Kavalier","President","6369228000","431408103","V66DNGDMV386","02530600",1,"www.stchas.edu/","www.stchas.edu/admissions","www.stchas.edu/financial_aid_tuition","www.stchas.edu/admissions/application-for-admission.html","www.stchas.edu/admissions/financial-aid/net-price-calculator","www.stchas.edu/admissions/financial-aid/financial-aid-handbook#vaBenefits","www.stchas.edu/about-scc/student-consumer-information.html","www.stchas.edu/student-life/student-services/disability-support-services",4,2,1,3,1,2,40,1,2,-2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,4,1,1,0,2,1,3,1,1,4,40,2,3,2,"-2","-2",41180,1,476,29183,"St. Charles County",2902,-90.641105,38.759703,60,2
